concept_id,concept_name,keep_entry_in_codeset,comments,condition_count,patient_count,concept_code,vocabulary_id,concept_class_id,domain_id
37002848,Sensor 60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,65,54,2395832,RxNorm,Clinical Drug,Drug
37002849,fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT [AirDuo],--,NA,20,20,2395833,RxNorm,Branded Drug Comp,Drug
37002850,Sensor 60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],FALSE,NA,48,25,2395834,RxNorm,Branded Drug,Drug
37002851,Sensor 60 ACTUAT fluticasone propionate 0.113 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,20,20,2395835,RxNorm,Clinical Drug,Drug
37002852,Sensor 60 ACTUAT fluticasone propionate 0.113 MG/ACTUAT Dry Powder Inhaler [Armonair],FALSE,NA,20,20,2395836,RxNorm,Branded Drug,Drug
37002853,Sensor 60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,20,20,2395837,RxNorm,Clinical Drug,Drug
37002854,Sensor 60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT Dry Powder Inhaler [Armonair],FALSE,NA,20,20,2395838,RxNorm,Branded Drug,Drug
37002855,Sensor 60 ACTUAT fluticasone propionate 0.055 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,20,20,2395839,RxNorm,Clinical Drug,Drug
37002856,Sensor 60 ACTUAT fluticasone propionate 0.055 MG/ACTUAT Dry Powder Inhaler [Armonair],FALSE,NA,20,20,2395840,RxNorm,Branded Drug,Drug
37003575,28 ACTUAT budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,550,227,2387326,RxNorm,Quant Clinical Drug,Drug
37003576,28 ACTUAT budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler [Breztri],FALSE,NA,242,117,2387328,RxNorm,Quant Branded Drug,Drug
37003577,120 ACTUAT budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,192,123,2387329,RxNorm,Quant Clinical Drug,Drug
37003578,120 ACTUAT budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler [Breztri],FALSE,NA,688,176,2387331,RxNorm,Quant Branded Drug,Drug
37003602,14 ACTUAT fluticasone furoate 0.2 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,2163,1107,2395769,RxNorm,Quant Clinical Drug,Drug
37003603,14 ACTUAT fluticasone furoate 0.2 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Trelegy],FALSE,NA,813,485,2395771,RxNorm,Quant Branded Drug,Drug
37003604,30 ACTUAT fluticasone furoate 0.2 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,1157,459,2395774,RxNorm,Quant Clinical Drug,Drug
37003605,30 ACTUAT fluticasone furoate 0.2 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Trelegy],FALSE,NA,1148,389,2395775,RxNorm,Quant Branded Drug,Drug
37496919,clotrimazole 10 MG/ML / gentamicin 3 MG/ML / mometasone 1 MG/ML [LoZatom],--,NA,20,20,2201555,RxNorm,Branded Drug Comp,Drug
37496920,clotrimazole / gentamicin / mometasone Otic Suspension [LoZatom],FALSE,NA,20,20,2201556,RxNorm,Branded Drug Form,Drug
37496922,clotrimazole 10 MG/ML / gentamicin 3 MG/ML / mometasone 1 MG/ML Otic Suspension [LoZatom],FALSE,NA,20,20,2201558,RxNorm,Branded Drug,Drug
37498341,budesonide 6 MG,--,NA,20,20,2269303,RxNorm,Clinical Drug Comp,Drug
37498342,budesonide Extended Release Oral Capsule,FALSE,NA,20,20,2269304,RxNorm,Clinical Drug Form,Drug
37498343,budesonide 6 MG Extended Release Oral Capsule,FALSE,NA,20,20,2269306,RxNorm,Clinical Drug,Drug
37498344,budesonide 9 MG Extended Release Oral Capsule,FALSE,NA,26,21,2269308,RxNorm,Clinical Drug,Drug
37498548,budesonide 6 MG [Ortikos],--,NA,20,20,2273103,RxNorm,Branded Drug Comp,Drug
37498549,budesonide Extended Release Oral Capsule [Ortikos],FALSE,NA,20,20,2273104,RxNorm,Branded Drug Form,Drug
37498552,budesonide 6 MG Extended Release Oral Capsule [Ortikos],FALSE,NA,20,20,2273108,RxNorm,Branded Drug,Drug
37498553,budesonide 9 MG [Ortikos],--,NA,20,20,2273109,RxNorm,Branded Drug Comp,Drug
37498554,budesonide 9 MG Extended Release Oral Capsule [Ortikos],FALSE,NA,20,20,2273111,RxNorm,Branded Drug,Drug
37499514,triamcinolone acetonide 0.055 MG/ACTUAT [Aller-Cort],--,NA,NA,NA,2289239,RxNorm,Branded Drug Comp,Drug
37499515,triamcinolone Metered Dose Nasal Spray [Aller-Cort],TRUE,NA,NA,NA,2289240,RxNorm,Branded Drug Form,Drug
37499518,triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray [Aller-Cort],TRUE,NA,NA,NA,2289243,RxNorm,Branded Drug,Drug
37499789,24 HR budesonide 6 MG Extended Release Oral Capsule,FALSE,NA,25,20,2269305,RxNorm,Quant Clinical Drug,Drug
37499790,24 HR budesonide 9 MG Extended Release Oral Capsule,FALSE,NA,102,68,2269307,RxNorm,Quant Clinical Drug,Drug
37499791,24 HR budesonide 6 MG Extended Release Oral Capsule [Ortikos],FALSE,NA,20,20,2273107,RxNorm,Quant Branded Drug,Drug
37499792,24 HR budesonide 9 MG Extended Release Oral Capsule [Ortikos],FALSE,NA,26,20,2273110,RxNorm,Quant Branded Drug,Drug
40027656,coal tar / triamcinolone Topical Cream,FALSE,NA,NA,NA,377664,RxNorm,Clinical Drug Form,Drug
40030803,chlortetracycline / triamcinolone Topical Cream,FALSE,NA,NA,NA,379333,RxNorm,Clinical Drug Form,Drug
40030804,chlortetracycline / triamcinolone Topical Ointment,FALSE,NA,NA,NA,376478,RxNorm,Clinical Drug Form,Drug
40030933,clioquinol / triamcinolone Topical Cream,FALSE,NA,NA,NA,377657,RxNorm,Clinical Drug Form,Drug
40035438,econazole / triamcinolone Topical Cream,FALSE,NA,NA,NA,377693,RxNorm,Clinical Drug Form,Drug
40035439,econazole / triamcinolone Topical Ointment,FALSE,NA,NA,NA,376498,RxNorm,Clinical Drug Form,Drug
40058407,fluticasone Nasal Suspension,TRUE,NA,20,20,393446,RxNorm,Clinical Drug Form,Drug
40058408,fluticasone Topical Cream,FALSE,NA,20,20,378620,RxNorm,Clinical Drug Form,Drug
40058409,fluticasone Topical Cream [Cutivate],FALSE,NA,20,20,362259,RxNorm,Branded Drug Form,Drug
40058410,fluticasone Topical Ointment,FALSE,NA,20,20,372254,RxNorm,Clinical Drug Form,Drug
40058411,fluticasone Topical Ointment [Cutivate],FALSE,NA,20,20,367327,RxNorm,Branded Drug Form,Drug
40066267,mometasone / salicylic acid Topical Ointment,FALSE,NA,20,20,446536,RxNorm,Clinical Drug Form,Drug
40066277,mometasone Nasal Spray,TRUE,NA,20,20,484332,RxNorm,Clinical Drug Form,Drug
40067735,nystatin / triamcinolone Topical Cream,FALSE,NA,NA,NA,377781,RxNorm,Clinical Drug Form,Drug
40067736,nystatin / triamcinolone Topical Cream [Mycasone],FALSE,NA,NA,NA,362137,RxNorm,Branded Drug Form,Drug
40067741,nystatin / triamcinolone Topical Cream [Mycomar],FALSE,NA,NA,NA,362132,RxNorm,Branded Drug Form,Drug
40067742,nystatin / triamcinolone Topical Cream [Mytrex],FALSE,NA,NA,NA,362193,RxNorm,Branded Drug Form,Drug
40067743,nystatin / triamcinolone Topical Cream [N.T.A.],FALSE,NA,NA,NA,362131,RxNorm,Branded Drug Form,Drug
40067745,nystatin / triamcinolone Topical Ointment,FALSE,NA,NA,NA,374401,RxNorm,Clinical Drug Form,Drug
40067750,nystatin / triamcinolone Topical Ointment [Mytrex],FALSE,NA,NA,NA,367307,RxNorm,Branded Drug Form,Drug
40067751,nystatin / triamcinolone Topical Ointment [N.T.A.],FALSE,NA,NA,NA,367306,RxNorm,Branded Drug Form,Drug
40071907,neomycin / triamcinolone Otic Solution,FALSE,NA,NA,NA,373041,RxNorm,Clinical Drug Form,Drug
40071908,neomycin / triamcinolone Topical Cream,FALSE,NA,NA,NA,377772,RxNorm,Clinical Drug Form,Drug
40071909,neomycin / triamcinolone Topical Lotion,FALSE,NA,NA,NA,377773,RxNorm,Clinical Drug Form,Drug
40071910,neomycin / triamcinolone Topical Ointment,FALSE,NA,NA,NA,373040,RxNorm,Clinical Drug Form,Drug
40073113,polymyxin B / triamcinolone Ophthalmic Ointment,FALSE,NA,NA,NA,384633,RxNorm,Clinical Drug Form,Drug
40082722,salicylic acid / triamcinolone Topical Lotion,FALSE,NA,NA,NA,378787,RxNorm,Clinical Drug Form,Drug
40082723,salicylic acid / triamcinolone Topical Ointment,FALSE,NA,NA,NA,376529,RxNorm,Clinical Drug Form,Drug
40082724,salicylic acid / triamcinolone Topical Solution,FALSE,NA,NA,NA,439423,RxNorm,Clinical Drug Form,Drug
40085175,triamcinolone Buccal Tablet,FALSE,NA,NA,NA,439441,RxNorm,Clinical Drug Form,Drug
40085179,triamcinolone Injectable Suspension,FALSE,NA,NA,NA,96818,RxNorm,Clinical Drug Form,Drug
40085180,triamcinolone Injectable Suspension [Acetocot],FALSE,NA,NA,NA,365646,RxNorm,Branded Drug Form,Drug
40085182,triamcinolone Injectable Suspension [Amcort],FALSE,NA,NA,NA,365645,RxNorm,Branded Drug Form,Drug
40085185,triamcinolone Injectable Suspension [Aristospan],FALSE,NA,NA,NA,380844,RxNorm,Branded Drug Form,Drug
40085186,triamcinolone Injectable Suspension [Clinacort],FALSE,NA,NA,NA,365663,RxNorm,Branded Drug Form,Drug
40085187,triamcinolone Injectable Suspension [Clinalog],FALSE,NA,NA,NA,365609,RxNorm,Branded Drug Form,Drug
40085188,triamcinolone Injectable Suspension [Cort-K],FALSE,NA,NA,NA,365644,RxNorm,Branded Drug Form,Drug
40085193,triamcinolone Injectable Suspension [Kenalog],FALSE,NA,NA,NA,365675,RxNorm,Branded Drug Form,Drug
40085194,triamcinolone Injectable Suspension [Lederspan],FALSE,NA,NA,NA,380843,RxNorm,Branded Drug Form,Drug
40085197,triamcinolone Injectable Suspension [Tri-Kort],FALSE,NA,NA,NA,365641,RxNorm,Branded Drug Form,Drug
40085198,triamcinolone Injectable Suspension [Tri-Med],FALSE,NA,NA,NA,365640,RxNorm,Branded Drug Form,Drug
40085501,triamcinolone Injectable Suspension [Triamcot],FALSE,NA,NA,NA,365638,RxNorm,Branded Drug Form,Drug
40085503,triamcinolone Injectable Suspension [Trilog],FALSE,NA,NA,NA,365636,RxNorm,Branded Drug Form,Drug
40085504,triamcinolone Injectable Suspension [Trilone],FALSE,NA,NA,NA,365635,RxNorm,Branded Drug Form,Drug
36250142,fluticasone Metered Dose Nasal Spray [Aller-Flo],TRUE,NA,20,20,1797908,RxNorm,Branded Drug Form,Drug
36250143,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Aller-Flo],TRUE,NA,81884,26816,1797909,RxNorm,Branded Drug,Drug
36250147,triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray,TRUE,NA,NA,NA,1797913,RxNorm,Clinical Drug,Drug
36250148,triamcinolone Metered Dose Nasal Spray [Nasacort],TRUE,NA,NA,NA,1797914,RxNorm,Branded Drug Form,Drug
36250149,triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray [Nasacort],TRUE,NA,NA,NA,1797915,RxNorm,Branded Drug,Drug
36250152,fluticasone Metered Dose Nasal Spray [Clarispray],TRUE,NA,20,20,1797918,RxNorm,Branded Drug Form,Drug
36250153,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Clarispray],TRUE,NA,7080,2575,1797919,RxNorm,Branded Drug,Drug
36250162,budesonide Metered Dose Nasal Spray,TRUE,NA,20,20,1797928,RxNorm,Clinical Drug Form,Drug
36250163,budesonide 0.032 MG/ACTUAT Metered Dose Nasal Spray,TRUE,NA,17838,4461,1797929,RxNorm,Clinical Drug,Drug
36250164,budesonide Metered Dose Nasal Spray [Rhinocort],TRUE,NA,20,20,1797930,RxNorm,Branded Drug Form,Drug
36250165,budesonide 0.032 MG/ACTUAT Metered Dose Nasal Spray [Rhinocort],TRUE,NA,3243,1424,1797931,RxNorm,Branded Drug,Drug
36250166,fluticasone Metered Dose Nasal Spray [Flonase],TRUE,NA,20,20,1797932,RxNorm,Branded Drug Form,Drug
36250167,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase],TRUE,NA,278186,58147,1797933,RxNorm,Branded Drug,Drug
36250168,fluticasone Metered Dose Nasal Spray [Nasoflow],TRUE,NA,20,20,1797934,RxNorm,Branded Drug Form,Drug
36250169,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasoflow],TRUE,NA,46863,19745,1797935,RxNorm,Branded Drug,Drug
36250170,triamcinolone Metered Dose Nasal Spray [Tri-Nasal],TRUE,NA,NA,NA,1797936,RxNorm,Branded Drug Form,Drug
36250171,triamcinolone acetonide 0.05 MG/ACTUAT Metered Dose Nasal Spray [Tri-Nasal],TRUE,NA,NA,NA,1797937,RxNorm,Branded Drug,Drug
40001300,lidocaine / triamcinolone Rectal Suppository,FALSE,NA,NA,NA,452306,RxNorm,Clinical Drug Form,Drug
40001301,lidocaine / triamcinolone Topical Ointment,FALSE,NA,NA,NA,439406,RxNorm,Clinical Drug Form,Drug
40009594,amphotericin B / triamcinolone Topical Cream,FALSE,NA,NA,NA,437694,RxNorm,Clinical Drug Form,Drug
40009595,amphotericin B / triamcinolone Topical Ointment,FALSE,NA,NA,NA,437695,RxNorm,Clinical Drug Form,Drug
40020303,budesonide Enema,FALSE,NA,20,20,381066,RxNorm,Clinical Drug Form,Drug
40020304,budesonide Enema [Entocort],FALSE,NA,20,20,352629,RxNorm,Branded Drug Form,Drug
40020313,budesonide Nasal Spray,TRUE,NA,20,20,371152,RxNorm,Clinical Drug Form,Drug
40020314,budesonide Nasal Spray [Rhinocort Aqua],TRUE,NA,20,20,361957,RxNorm,Branded Drug Form,Drug
40020315,budesonide Nasal Spray [Rhinocort],TRUE,NA,20,20,381058,RxNorm,Branded Drug Form,Drug
40020317,budesonide Oral Tablet,FALSE,NA,21,20,376186,RxNorm,Clinical Drug Form,Drug
40020318,budesonide Topical Cream,FALSE,NA,20,20,379380,RxNorm,Clinical Drug Form,Drug
40020319,budesonide Topical Cream [Preferid],FALSE,NA,20,20,106787,RxNorm,Branded Drug Form,Drug
40020320,budesonide Topical Lotion,FALSE,NA,20,20,438078,RxNorm,Clinical Drug Form,Drug
40020321,budesonide Topical Ointment,FALSE,NA,20,20,381065,RxNorm,Clinical Drug Form,Drug
40020322,budesonide Topical Ointment [Preferid],FALSE,NA,20,20,106788,RxNorm,Branded Drug Form,Drug
40162373,econazole nitrate 0.01 MG/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment,FALSE,NA,NA,NA,857693,RxNorm,Clinical Drug,Drug
40162380,econazole nitrate 10 MG/ML / triamcinolone acetonide 1 MG/ML Topical Cream,FALSE,NA,NA,NA,857695,RxNorm,Clinical Drug,Drug
40163406,triamcinolone acetonide 0.001 MG/MG,--,NA,NA,NA,857692,RxNorm,Clinical Drug Comp,Drug
40163407,triamcinolone acetonide 1 MG/ML,--,NA,NA,NA,857694,RxNorm,Clinical Drug Comp,Drug
40169200,28 ACTUAT fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,327,80,896028,RxNorm,Quant Clinical Drug,Drug
40169201,28 ACTUAT fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler [Flovent],FALSE,NA,20,20,896029,RxNorm,Quant Branded Drug,Drug
40169202,28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,11311,767,896174,RxNorm,Quant Clinical Drug,Drug
40169203,28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,693,121,896175,RxNorm,Quant Branded Drug,Drug
40169204,28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,1120,435,896030,RxNorm,Quant Clinical Drug,Drug
40169205,28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent],FALSE,NA,1147,367,896031,RxNorm,Quant Branded Drug,Drug
40169206,28 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,46673,2881,896192,RxNorm,Quant Clinical Drug,Drug
40169207,28 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,2530,379,896193,RxNorm,Quant Branded Drug,Drug
40169208,28 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,16029,927,896225,RxNorm,Quant Clinical Drug,Drug
40169209,28 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,1203,167,896226,RxNorm,Quant Branded Drug,Drug
40169216,120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,126246,26403,895994,RxNorm,Quant Clinical Drug,Drug
40169217,120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],FALSE,NA,152865,19352,895996,RxNorm,Quant Branded Drug,Drug
40169218,120 ACTUAT fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,2710,568,896236,RxNorm,Quant Clinical Drug,Drug
40169219,120 ACTUAT fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],FALSE,NA,6282,943,896237,RxNorm,Quant Branded Drug,Drug
40169230,120 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,239628,53579,895999,RxNorm,Quant Clinical Drug,Drug
40169231,120 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler [Flovent],FALSE,NA,200820,30625,896001,RxNorm,Quant Branded Drug,Drug
40169232,120 ACTUAT fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,12081,2170,896244,RxNorm,Quant Clinical Drug,Drug
40169233,120 ACTUAT fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],FALSE,NA,26754,3012,896245,RxNorm,Quant Branded Drug,Drug
40169234,120 ACTUAT fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,87741,20070,896004,RxNorm,Quant Clinical Drug,Drug
40169235,120 ACTUAT fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent],FALSE,NA,64437,10571,896006,RxNorm,Quant Branded Drug,Drug
40169236,120 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,11973,1545,896272,RxNorm,Quant Clinical Drug,Drug
40169237,120 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],FALSE,NA,26938,2975,896273,RxNorm,Quant Branded Drug,Drug
40169242,14 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,66491,14562,896161,RxNorm,Quant Clinical Drug,Drug
40169243,14 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,5641,1961,896165,RxNorm,Quant Branded Drug,Drug
40169244,14 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,207669,37450,896186,RxNorm,Quant Clinical Drug,Drug
40169245,14 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,18122,5172,896190,RxNorm,Quant Branded Drug,Drug
40169246,14 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,94809,14293,896218,RxNorm,Quant Clinical Drug,Drug
40169247,14 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,7522,2068,896222,RxNorm,Quant Branded Drug,Drug
40169260,60 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,20,20,896008,RxNorm,Quant Clinical Drug,Drug
40169261,60 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],FALSE,NA,20,20,896009,RxNorm,Quant Branded Drug,Drug
40169262,60 ACTUAT fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,9333,1463,896231,RxNorm,Quant Clinical Drug,Drug
40169263,60 ACTUAT fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],FALSE,NA,1013,423,896235,RxNorm,Quant Branded Drug,Drug
40169264,60 ACTUAT fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,2961,1373,896018,RxNorm,Quant Clinical Drug,Drug
40169267,60 ACTUAT fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler [Flovent],FALSE,NA,6648,1085,896019,RxNorm,Quant Branded Drug,Drug
40169269,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,30689,5730,896184,RxNorm,Quant Clinical Drug,Drug
40169270,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,38823,5517,896185,RxNorm,Quant Branded Drug,Drug
40169271,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,6294,2247,896021,RxNorm,Quant Clinical Drug,Drug
40169272,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent],FALSE,NA,6478,855,896023,RxNorm,Quant Branded Drug,Drug
40169273,60 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,20,20,896010,RxNorm,Quant Clinical Drug,Drug
40169274,60 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler [Flovent],FALSE,NA,20,20,896011,RxNorm,Quant Branded Drug,Drug
40169275,60 ACTUAT fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,20507,6008,896239,RxNorm,Quant Clinical Drug,Drug
40169276,60 ACTUAT fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],FALSE,NA,6138,1699,896243,RxNorm,Quant Branded Drug,Drug
40169277,60 ACTUAT fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,20,20,896012,RxNorm,Quant Clinical Drug,Drug
40169278,60 ACTUAT fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent],FALSE,NA,44,31,896013,RxNorm,Quant Branded Drug,Drug
40169279,60 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,FALSE,NA,18948,5207,896267,RxNorm,Quant Clinical Drug,Drug
40169280,60 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],FALSE,NA,4196,1190,896271,RxNorm,Quant Branded Drug,Drug
40169281,60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,96881,13911,896209,RxNorm,Quant Clinical Drug,Drug
40169282,60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,127435,12900,896212,RxNorm,Quant Branded Drug,Drug
40169283,60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,4519,1346,896025,RxNorm,Quant Clinical Drug,Drug
40169284,60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT Dry Powder Inhaler [Flovent],FALSE,NA,4057,628,896027,RxNorm,Quant Branded Drug,Drug
40169285,60 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,FALSE,NA,46569,6360,896228,RxNorm,Quant Clinical Drug,Drug
40169286,60 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair],FALSE,NA,53373,4786,896229,RxNorm,Quant Branded Drug,Drug
40169854,mometasone Topical Cream [Momexin],FALSE,NA,20,20,891164,RxNorm,Branded Drug Form,Drug
40170634,fluticasone / salmeterol Dry Powder Inhaler [Advair],FALSE,NA,20,20,896189,RxNorm,Branded Drug Form,Drug
40170637,fluticasone / salmeterol Metered Dose Inhaler [Advair],FALSE,NA,20,20,896270,RxNorm,Branded Drug Form,Drug
40170654,fluticasone furoate 0.0275 MG/ACTUAT,--,NA,20,20,895967,RxNorm,Clinical Drug Comp,Drug
40170655,fluticasone furoate 0.0275 MG/ACTUAT [Veramyst],--,NA,20,20,895969,RxNorm,Branded Drug Comp,Drug
40170920,mometasone furoate 1 MG/ML [Momexin],--,NA,20,20,891163,RxNorm,Branded Drug Comp,Drug
40171015,fluticasone propionate 0.00005 MG/MG,--,NA,20,20,895486,RxNorm,Clinical Drug Comp,Drug
40171016,fluticasone propionate 0.00005 MG/MG Topical Ointment,FALSE,NA,6296,1672,895487,RxNorm,Clinical Drug,Drug
40171017,fluticasone propionate 0.00005 MG/MG Topical Ointment [Cutivate],FALSE,NA,410,275,895697,RxNorm,Branded Drug,Drug
40171018,fluticasone propionate 0.00005 MG/MG [Cutivate],--,NA,20,20,895696,RxNorm,Branded Drug Comp,Drug
40171019,fluticasone propionate 0.044 MG/ACTUAT,--,NA,20,20,895993,RxNorm,Clinical Drug Comp,Drug
40171020,fluticasone propionate 0.044 MG/ACTUAT [Flovent],--,NA,20,20,895995,RxNorm,Branded Drug Comp,Drug
